X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
127.69,101.5,965.0,26.23,24.0,177.0,95.28,61.0,2509.0,124.57,108.0,758.0,93.44,57.0,2509.0,93.44,57.0,2509.0,93.44,57.0,2509.0,93.44,57.0,2509.0,1.0
129.06,104.0,925.0,22.42,20.0,171.0,91.37,61.0,2356.0,118.1,103.0,477.0,90.24,56.0,2356.0,90.24,56.0,2356.0,90.24,56.0,2356.0,90.24,56.0,2356.0,1.0
126.6,103.0,907.0,19.34,16.0,190.0,100.53,63.0,2611.0,126.33,111.0,469.0,93.2,58.0,2611.0,93.2,58.0,2611.0,93.2,58.0,2611.0,93.2,58.0,2611.0,1.0
126.63,102.0,938.0,52.82,53.0,178.0,100.26,63.0,2157.0,136.74,123.0,564.0,104.11,72.0,2157.0,104.11,72.0,2157.0,104.11,72.0,2157.0,104.11,72.0,2157.0,1.0
125.72,102.0,1027.0,68.81,69.0,164.0,93.23,63.0,1268.0,123.5,113.0,525.0,102.81,78.0,1268.0,102.81,78.0,1268.0,102.81,78.0,1268.0,102.81,78.0,1268.0,1.0
126.65,100.0,990.0,31.73,28.0,174.0,98.9,63.0,2011.0,120.95,108.0,582.0,94.56,62.0,2011.0,94.56,62.0,2011.0,94.56,62.0,2011.0,94.56,62.0,2011.0,1.0
129.69,104.0,1014.0,39.9,40.0,207.0,93.36,63.0,2528.0,119.39,104.0,494.0,95.58,62.0,2528.0,95.58,62.0,2528.0,95.58,62.0,2528.0,95.58,62.0,2528.0,1.0
129.42,105.0,888.0,28.93,26.0,178.0,100.23,66.0,1788.0,129.0,116.0,508.0,96.9,62.0,1788.0,96.9,62.0,1788.0,96.9,62.0,1788.0,96.9,62.0,1788.0,1.0
129.45,105.0,914.0,20.9,17.0,139.0,99.99,64.0,2176.0,122.21,109.0,475.0,93.14,57.0,2176.0,93.14,57.0,2176.0,93.14,57.0,2176.0,93.14,57.0,2176.0,1.0
126.49,102.5,772.0,17.37,14.0,147.0,98.24,63.0,1892.0,128.6,116.0,517.0,92.68,58.0,1892.0,92.68,58.0,1892.0,92.68,58.0,1892.0,92.68,58.0,1892.0,1.0
125.03,103.0,806.0,16.86,14.0,215.0,97.73,63.0,2414.0,135.87,124.0,520.0,93.87,59.0,2414.0,93.87,59.0,2414.0,93.87,59.0,2414.0,93.87,59.0,2414.0,1.0
125.4,100.0,992.0,16.75,14.0,119.0,94.82,63.0,1513.0,122.67,107.0,502.0,89.91,55.0,1513.0,89.91,55.0,1513.0,89.91,55.0,1513.0,89.91,55.0,1513.0,1.0
127.23,104.0,1011.0,37.28,37.5,172.0,90.91,62.0,1730.0,123.45,109.0,488.0,94.72,61.0,1730.0,94.72,61.0,1730.0,94.72,61.0,1730.0,94.72,61.0,1730.0,1.0
128.5,105.0,995.0,20.0,17.0,153.0,93.73,62.0,1607.0,121.04,105.0,546.0,90.82,56.0,1607.0,90.82,56.0,1607.0,90.82,56.0,1607.0,90.82,56.0,1607.0,1.0
133.24,109.0,890.0,21.95,19.0,190.0,99.9,62.0,2418.0,121.86,110.0,509.0,94.24,58.0,2418.0,94.24,58.0,2418.0,94.24,58.0,2418.0,94.24,58.0,2418.0,1.0
137.24,112.0,987.0,22.51,20.0,166.0,94.91,63.0,2448.0,131.43,116.0,501.0,96.52,59.0,2448.0,96.52,59.0,2448.0,96.52,59.0,2448.0,96.52,59.0,2448.0,1.0
138.39,113.0,820.0,35.83,33.0,153.0,94.47,60.0,1831.0,125.9,112.0,525.0,98.65,65.0,1831.0,98.65,65.0,1831.0,98.65,65.0,1831.0,98.65,65.0,1831.0,1.0
135.44,109.0,903.0,59.65,61.0,169.0,88.71,59.0,1796.0,120.2,109.0,485.0,101.0,75.0,1796.0,101.0,75.0,1796.0,101.0,75.0,1796.0,101.0,75.0,1796.0,1.0
133.18,108.0,999.0,39.15,39.0,152.0,88.78,60.0,2048.0,135.35,123.0,517.0,99.12,66.0,2048.0,99.12,66.0,2048.0,99.12,66.0,2048.0,99.12,66.0,2048.0,1.0
129.72,104.0,973.0,29.92,26.0,150.0,92.66,59.0,1678.0,127.84,112.0,574.0,95.04,61.0,1678.0,95.04,61.0,1678.0,95.04,61.0,1678.0,95.04,61.0,1678.0,1.0
124.64,101.0,797.0,20.05,16.0,191.0,94.65,59.0,2073.0,123.37,110.0,460.0,90.68,55.0,2073.0,90.68,55.0,2073.0,90.68,55.0,2073.0,90.68,55.0,2073.0,1.0
126.67,103.0,863.0,25.58,22.0,154.0,98.2,60.0,1819.0,128.91,112.0,516.0,94.84,58.0,1819.0,94.84,58.0,1819.0,94.84,58.0,1819.0,94.84,58.0,1819.0,1.0
128.7,104.0,914.0,18.69,16.0,153.0,93.58,59.0,2182.0,124.53,108.0,481.0,91.38,55.0,2182.0,91.38,55.0,2182.0,91.38,55.0,2182.0,91.38,55.0,2182.0,1.0
130.6,105.0,840.0,23.32,21.0,157.0,85.52,57.0,1566.0,127.32,115.0,485.0,91.69,57.0,1566.0,91.69,57.0,1566.0,91.69,57.0,1566.0,91.69,57.0,1566.0,1.0
129.86,104.0,888.0,17.61,15.0,136.0,87.31,56.0,1774.0,132.57,119.0,558.0,91.84,55.0,1774.0,91.84,55.0,1774.0,91.84,55.0,1774.0,91.84,55.0,1774.0,1.0
127.67,103.0,914.0,19.04,16.0,116.0,86.99,55.0,1463.0,134.89,119.0,600.0,92.15,54.0,1463.0,92.15,54.0,1463.0,92.15,54.0,1463.0,92.15,54.0,1463.0,1.0
125.05,100.0,805.0,18.09,15.0,173.0,84.05,55.0,2178.0,134.49,123.0,495.0,90.42,54.0,2178.0,90.42,54.0,2178.0,90.42,54.0,2178.0,90.42,54.0,2178.0,1.0
125.61,100.0,833.0,27.02,25.0,142.0,84.91,55.0,1645.0,129.8,115.0,510.0,91.84,57.0,1645.0,91.84,57.0,1645.0,91.84,57.0,1645.0,91.84,57.0,1645.0,1.0
127.35,101.0,923.0,15.97,14.0,112.0,79.57,54.0,1152.0,136.96,122.0,539.0,89.96,54.0,1152.0,89.96,54.0,1152.0,89.96,54.0,1152.0,89.96,54.0,1152.0,1.0
123.05,97.0,1054.0,22.36,20.0,124.0,85.15,55.0,1828.0,126.48,110.0,571.0,89.26,54.0,1828.0,89.26,54.0,1828.0,89.26,54.0,1828.0,89.26,54.0,1828.0,1.0
114.65,92.0,803.0,32.86,32.0,176.0,84.58,54.0,1925.0,124.37,107.0,563.0,89.11,57.0,1925.0,89.11,57.0,1925.0,89.11,57.0,1925.0,89.11,57.0,1925.0,1.0
112.74,91.0,746.0,16.02,14.0,122.0,80.6,53.0,1618.0,119.5,107.0,455.0,82.22,50.0,1618.0,82.22,50.0,1618.0,82.22,50.0,1618.0,82.22,50.0,1618.0,1.0
118.91,96.0,985.0,20.33,17.0,123.0,87.5,55.0,1747.0,126.88,114.0,508.0,88.4,53.0,1747.0,88.4,53.0,1747.0,88.4,53.0,1747.0,88.4,53.0,1747.0,1.0
127.2,104.0,1038.0,16.45,14.0,162.0,80.48,53.0,2039.0,125.29,110.0,546.0,87.35,53.0,2039.0,87.35,53.0,2039.0,87.35,53.0,2039.0,87.35,53.0,2039.0,1.0
127.48,105.0,899.0,15.35,14.0,123.0,82.42,55.0,1491.0,127.31,114.0,529.0,88.14,54.0,1491.0,88.14,54.0,1491.0,88.14,54.0,1491.0,88.14,54.0,1491.0,1.0
126.73,104.0,832.0,19.43,16.0,161.0,83.11,53.0,1936.0,128.04,114.0,585.0,89.33,53.0,1936.0,89.33,53.0,1936.0,89.33,53.0,1936.0,89.33,53.0,1936.0,1.0
124.07,101.0,944.0,19.62,16.0,95.0,80.19,52.0,1259.0,141.0,128.0,565.0,91.22,55.0,1259.0,91.22,55.0,1259.0,91.22,55.0,1259.0,91.22,55.0,1259.0,1.0
124.48,102.0,993.0,17.46,15.0,194.0,83.04,51.0,2315.0,130.53,115.0,553.0,88.88,52.0,2315.0,88.88,52.0,2315.0,88.88,52.0,2315.0,88.88,52.0,2315.0,1.0
124.83,101.0,957.0,31.76,30.0,173.0,80.19,52.0,2233.0,133.74,118.0,555.0,92.63,59.0,2233.0,92.63,59.0,2233.0,92.63,59.0,2233.0,92.63,59.0,2233.0,1.0
122.46,97.0,983.0,27.58,26.0,207.0,86.48,52.0,1992.0,133.78,121.0,537.0,92.57,56.0,1992.0,92.57,56.0,1992.0,92.57,56.0,1992.0,92.57,56.0,1992.0,1.0
119.24,95.0,1067.0,23.75,22.0,130.0,84.01,52.0,1617.0,134.86,119.0,506.0,90.46,53.0,1617.0,90.46,53.0,1617.0,90.46,53.0,1617.0,90.46,53.0,1617.0,1.0
118.24,94.0,848.0,17.55,15.0,111.0,82.44,52.0,1316.0,131.37,116.0,532.0,87.4,51.0,1316.0,87.4,51.0,1316.0,87.4,51.0,1316.0,87.4,51.0,1316.0,1.0
118.71,95.0,874.0,16.1,14.0,141.0,79.28,50.0,1916.0,133.87,122.0,590.0,86.99,51.0,1916.0,86.99,51.0,1916.0,86.99,51.0,1916.0,86.99,51.0,1916.0,1.0
123.64,101.0,905.0,17.04,14.0,163.0,80.3,51.0,2192.0,124.67,110.0,545.0,86.41,52.0,2192.0,86.41,52.0,2192.0,86.41,52.0,2192.0,86.41,52.0,2192.0,1.0
127.5,103.0,1015.0,15.83,14.0,162.0,81.19,50.0,2238.0,125.47,109.0,550.0,87.5,50.0,2238.0,87.5,50.0,2238.0,87.5,50.0,2238.0,87.5,50.0,2238.0,1.0
132.54,108.0,1030.0,16.86,15.0,112.0,84.0,52.0,1620.0,128.97,115.0,542.0,90.59,54.0,1620.0,90.59,54.0,1620.0,90.59,54.0,1620.0,90.59,54.0,1620.0,1.0
130.99,106.0,841.0,16.69,14.0,189.0,84.25,51.0,2651.0,127.42,114.0,516.0,89.84,53.0,2651.0,89.84,53.0,2651.0,89.84,53.0,2651.0,89.84,53.0,2651.0,1.0
126.94,102.0,1014.0,16.36,14.0,170.0,82.97,51.5,1889.0,126.43,111.0,578.0,88.17,52.0,1889.0,88.17,52.0,1889.0,88.17,52.0,1889.0,88.17,52.0,1889.0,1.0
121.89,98.0,1016.0,17.0,15.0,104.0,77.0,50.0,1528.0,123.84,109.5,512.0,84.93,50.0,1528.0,84.93,50.0,1528.0,84.93,50.0,1528.0,84.93,50.0,1528.0,1.0
121.93,97.0,1072.0,20.28,17.0,153.0,79.23,50.0,1994.0,121.42,106.0,550.0,85.71,51.0,1994.0,85.71,51.0,1994.0,85.71,51.0,1994.0,85.71,51.0,1994.0,1.0
123.47,98.0,985.0,28.16,24.0,186.0,84.66,50.0,2324.0,128.22,115.0,572.0,91.13,57.0,2324.0,91.13,57.0,2324.0,91.13,57.0,2324.0,91.13,57.0,2324.0,1.0
124.29,99.0,926.0,26.53,23.0,236.0,81.97,49.0,2659.0,129.45,113.0,535.0,90.56,55.0,2659.0,90.56,55.0,2659.0,90.56,55.0,2659.0,90.56,55.0,2659.0,1.0
11.41,11.0,39.0,26.89,24.0,75.0,15.82,13.0,76.0,80.55,72.0,311.0,33.67,18.0,311.0,33.67,18.0,311.0,33.67,18.0,311.0,33.67,18.0,311.0,1.0
11.46,11.0,45.0,31.99,32.0,73.0,16.11,14.0,71.0,80.81,72.0,321.0,35.09,19.0,321.0,35.09,19.0,321.0,35.09,19.0,321.0,35.09,19.0,321.0,1.0
11.39,11.0,39.0,23.3,21.0,67.0,15.68,13.0,76.0,88.33,80.0,333.0,34.68,18.0,333.0,34.68,18.0,333.0,34.68,18.0,333.0,34.68,18.0,333.0,1.0
11.82,11.0,39.0,22.7,20.0,72.0,16.04,14.0,77.0,112.37,101.0,397.0,40.73,18.0,397.0,40.73,18.0,397.0,40.73,18.0,397.0,40.73,18.0,397.0,1.0
11.68,11.0,38.0,24.91,21.0,71.0,16.22,14.0,75.0,121.28,119.0,347.0,43.52,19.0,347.0,43.52,19.0,347.0,43.52,19.0,347.0,43.52,19.0,347.0,1.0
11.68,11.0,37.0,17.86,15.0,47.0,16.28,14.0,76.0,115.07,109.0,356.0,40.22,17.0,356.0,40.22,17.0,356.0,40.22,17.0,356.0,40.22,17.0,356.0,1.0
11.86,12.0,39.0,18.54,16.0,57.0,15.98,13.0,77.0,112.83,103.0,367.0,39.8,17.0,367.0,39.8,17.0,367.0,39.8,17.0,367.0,39.8,17.0,367.0,1.0
11.86,11.0,39.0,19.08,16.0,58.0,16.18,14.0,81.0,117.08,105.0,433.0,41.05,18.0,433.0,41.05,18.0,433.0,41.05,18.0,433.0,41.05,18.0,433.0,1.0
11.65,11.0,38.0,15.87,16.0,44.0,16.1,14.0,81.0,117.08,110.0,400.0,40.18,17.0,400.0,40.18,17.0,400.0,40.18,17.0,400.0,40.18,17.0,400.0,1.0
11.85,11.0,37.0,16.08,16.0,49.0,16.15,14.0,78.0,119.81,111.0,386.0,40.97,17.0,386.0,40.97,17.0,386.0,40.97,17.0,386.0,40.97,17.0,386.0,1.0
11.9,12.0,37.0,18.28,16.0,58.0,15.92,13.0,86.0,114.35,109.0,383.0,40.12,17.0,383.0,40.12,17.0,383.0,40.12,17.0,383.0,40.12,17.0,383.0,1.0
11.73,11.0,37.0,30.71,28.0,72.0,15.87,13.0,87.0,113.91,107.0,385.0,43.06,20.0,385.0,43.06,20.0,385.0,43.06,20.0,385.0,43.06,20.0,385.0,1.0
11.69,11.0,39.0,21.11,18.0,62.0,15.98,13.0,84.0,130.06,119.0,469.0,44.71,18.0,469.0,44.71,18.0,469.0,44.71,18.0,469.0,44.71,18.0,469.0,1.0
11.5,11.0,37.0,36.39,36.0,78.0,15.95,13.0,79.0,80.78,70.0,331.0,36.15,21.0,331.0,36.15,21.0,331.0,36.15,21.0,331.0,36.15,21.0,331.0,1.0
11.91,11.0,36.0,21.44,18.0,63.0,16.02,13.0,77.0,109.33,97.0,388.0,39.68,18.0,388.0,39.68,18.0,388.0,39.68,18.0,388.0,39.68,18.0,388.0,1.0
11.95,12.0,40.0,18.52,17.0,56.0,16.09,13.0,85.0,114.98,104.0,358.0,40.38,18.0,358.0,40.38,18.0,358.0,40.38,18.0,358.0,40.38,18.0,358.0,1.0
11.77,11.0,40.0,16.88,15.0,53.0,16.29,14.0,84.0,115.79,111.0,411.0,40.18,17.0,411.0,40.18,17.0,411.0,40.18,17.0,411.0,40.18,17.0,411.0,1.0
11.86,11.0,44.0,23.75,22.0,66.0,16.27,14.0,80.0,116.9,108.0,360.0,42.19,19.0,360.0,42.19,19.0,360.0,42.19,19.0,360.0,42.19,19.0,360.0,1.0
12.07,12.0,40.0,19.69,16.0,60.0,16.07,14.0,76.0,119.44,110.0,401.0,41.82,18.0,401.0,41.82,18.0,401.0,41.82,18.0,401.0,41.82,18.0,401.0,1.0
11.65,11.0,36.0,18.96,15.0,62.0,15.99,13.0,78.0,107.19,98.0,401.0,38.45,17.0,401.0,38.45,17.0,401.0,38.45,17.0,401.0,38.45,17.0,401.0,1.0
15.99,14.0,208.0,441.12,27.0,3169.0,23.0,17.0,326.0,119.71,107.0,436.0,149.95,23.0,3169.0,149.95,23.0,3169.0,149.95,23.0,3169.0,149.95,23.0,3169.0,1.0
67.61,57.0,369.0,1013.07,1063.0,3114.0,63.77,53.0,499.0,124.79,111.0,692.0,317.31,97.0,3114.0,317.31,97.0,3114.0,317.31,97.0,3114.0,317.31,97.0,3114.0,1.0
72.76,61.0,441.0,471.25,452.0,1048.0,70.26,58.0,789.0,113.53,102.0,526.0,181.95,95.0,1048.0,181.95,95.0,1048.0,181.95,95.0,1048.0,181.95,95.0,1048.0,1.0
23.21,15.0,285.0,935.46,917.0,2424.0,33.23,23.0,363.0,110.73,100.0,381.0,275.66,49.0,2424.0,275.66,49.0,2424.0,275.66,49.0,2424.0,275.66,49.0,2424.0,1.0
11.49,11.0,42.0,17.47,16.0,61.0,16.06,14.0,78.0,89.69,80.0,361.0,33.68,17.0,361.0,33.68,17.0,361.0,33.68,17.0,361.0,33.68,17.0,361.0,1.0
11.72,11.0,41.0,1030.78,1095.0,1337.0,16.86,14.0,80.0,102.38,95.0,364.0,290.43,31.0,1337.0,290.43,31.0,1337.0,290.43,31.0,1337.0,290.43,31.0,1337.0,1.0
11.54,11.0,36.0,195.96,136.0,558.0,15.93,14.0,84.0,108.75,102.0,343.0,83.05,25.0,558.0,83.05,25.0,558.0,83.05,25.0,558.0,83.05,25.0,558.0,1.0
11.25,11.0,37.0,223.38,236.0,289.0,15.66,13.0,84.0,105.55,100.0,347.0,88.96,28.0,347.0,88.96,28.0,347.0,88.96,28.0,347.0,88.96,28.0,347.0,1.0
12.32,12.0,63.0,272.0,232.0,1244.0,17.74,14.0,153.0,107.95,101.0,341.0,102.5,30.0,1244.0,102.5,30.0,1244.0,102.5,30.0,1244.0,102.5,30.0,1244.0,1.0
12.37,12.0,84.0,353.9,173.0,1360.0,17.58,14.0,107.0,110.16,101.0,416.0,123.5,32.0,1360.0,123.5,32.0,1360.0,123.5,32.0,1360.0,123.5,32.0,1360.0,1.0
12.58,12.0,55.0,238.39,76.0,1071.0,17.64,14.0,100.0,112.61,105.0,368.0,95.3,25.0,1071.0,95.3,25.0,1071.0,95.3,25.0,1071.0,95.3,25.0,1071.0,1.0
11.84,11.0,38.0,313.01,177.0,1058.0,15.75,13.0,73.0,111.96,105.0,385.0,113.14,23.0,1058.0,113.14,23.0,1058.0,113.14,23.0,1058.0,113.14,23.0,1058.0,1.0
18.77,14.0,293.0,1096.68,1087.0,3125.0,27.98,19.0,355.0,114.99,105.0,477.0,314.61,38.0,3125.0,314.61,38.0,3125.0,314.61,38.0,3125.0,314.61,38.0,3125.0,1.0
14.64,13.0,260.0,495.05,232.0,2673.0,20.49,15.0,207.0,119.89,105.0,516.0,162.52,34.0,2673.0,162.52,34.0,2673.0,162.52,34.0,2673.0,162.52,34.0,2673.0,1.0
16.18,13.0,264.0,971.51,735.0,2856.0,22.63,16.0,360.0,108.26,96.0,465.0,279.64,35.0,2856.0,279.64,35.0,2856.0,279.64,35.0,2856.0,279.64,35.0,2856.0,1.0
11.44,11.0,39.0,27.26,24.0,89.0,16.11,14.0,89.0,86.85,77.0,316.0,35.41,18.0,316.0,35.41,18.0,316.0,35.41,18.0,316.0,35.41,18.0,316.0,1.0
11.6,11.0,39.0,155.46,159.0,209.0,15.75,13.0,82.0,113.01,108.0,422.0,73.95,31.0,422.0,73.95,31.0,422.0,73.95,31.0,422.0,73.95,31.0,422.0,1.0
11.67,11.0,39.0,130.38,130.0,181.0,15.69,13.0,82.0,102.3,92.0,353.0,65.01,28.0,353.0,65.01,28.0,353.0,65.01,28.0,353.0,65.01,28.0,353.0,1.0
11.69,11.0,39.0,47.16,42.0,130.0,15.8,13.0,82.0,102.87,97.0,382.0,44.38,21.0,382.0,44.38,21.0,382.0,44.38,21.0,382.0,44.38,21.0,382.0,1.0
12.43,12.0,70.0,382.15,344.0,1239.0,18.16,14.0,118.0,109.46,100.0,374.0,130.55,30.0,1239.0,130.55,30.0,1239.0,130.55,30.0,1239.0,130.55,30.0,1239.0,1.0
12.24,12.0,66.0,153.78,91.0,1261.0,16.58,14.0,112.0,110.05,103.0,370.0,73.16,30.0,1261.0,73.16,30.0,1261.0,73.16,30.0,1261.0,73.16,30.0,1261.0,1.0
12.66,12.0,55.0,445.06,472.0,1092.0,17.93,14.0,117.0,111.49,104.0,360.0,146.79,24.0,1092.0,146.79,24.0,1092.0,146.79,24.0,1092.0,146.79,24.0,1092.0,1.0
11.54,11.0,40.0,107.04,54.0,454.0,15.81,13.0,76.0,112.55,103.0,368.0,61.73,22.0,454.0,61.73,22.0,454.0,61.73,22.0,454.0,61.73,22.0,454.0,1.0
17.88,14.0,263.0,1110.55,980.0,3131.0,26.96,18.0,315.0,118.34,109.0,442.0,318.43,43.0,3131.0,318.43,43.0,3131.0,318.43,43.0,3131.0,318.43,43.0,3131.0,1.0
12.14,12.0,40.0,213.56,226.0,289.0,15.45,13.0,73.0,119.3,114.0,412.0,90.11,30.0,412.0,90.11,30.0,412.0,90.11,30.0,412.0,90.11,30.0,412.0,1.0
12.15,12.0,37.0,89.23,87.0,209.0,15.64,13.0,82.0,101.99,93.0,384.0,54.75,24.0,384.0,54.75,24.0,384.0,54.75,24.0,384.0,54.75,24.0,384.0,1.0
11.42,11.0,39.0,69.69,69.0,114.0,15.66,13.0,93.0,83.06,71.0,341.0,44.96,26.0,341.0,44.96,26.0,341.0,44.96,26.0,341.0,44.96,26.0,341.0,1.0
12.07,12.0,40.0,17.72,15.0,58.0,15.77,13.0,73.0,103.11,96.0,334.0,37.17,17.0,334.0,37.17,17.0,334.0,37.17,17.0,334.0,37.17,17.0,334.0,1.0
12.05,12.0,40.0,29.66,30.0,69.0,15.83,13.0,85.0,112.24,103.0,460.0,42.45,20.0,460.0,42.45,20.0,460.0,42.45,20.0,460.0,42.45,20.0,460.0,1.0
11.93,12.0,45.0,35.35,35.0,69.0,15.61,13.0,78.0,112.96,104.0,463.0,43.96,22.0,463.0,43.96,22.0,463.0,43.96,22.0,463.0,43.96,22.0,463.0,1.0
12.03,11.0,41.0,19.1,17.0,53.0,15.62,13.0,73.0,101.63,93.0,374.0,37.09,18.0,374.0,37.09,18.0,374.0,37.09,18.0,374.0,37.09,18.0,374.0,1.0
12.85,13.0,44.0,170.92,121.0,744.0,16.51,13.0,114.0,118.45,110.0,453.0,79.68,23.0,744.0,79.68,23.0,744.0,79.68,23.0,744.0,79.68,23.0,744.0,1.0
13.47,14.0,85.0,121.44,120.0,333.0,16.05,13.0,108.0,110.46,100.0,415.0,65.36,30.0,415.0,65.36,30.0,415.0,65.36,30.0,415.0,65.36,30.0,415.0,1.0
11.49,11.0,45.0,231.21,189.0,765.0,16.22,14.0,88.0,114.65,107.0,404.0,93.39,28.0,765.0,93.39,28.0,765.0,93.39,28.0,765.0,93.39,28.0,765.0,1.0
11.13,11.0,37.0,75.02,67.0,206.0,15.42,13.0,78.0,108.05,101.0,379.0,52.41,22.0,379.0,52.41,22.0,379.0,52.41,22.0,379.0,52.41,22.0,379.0,1.0
14.04,11.0,195.0,396.7,23.0,3074.0,19.79,15.0,194.0,108.99,96.0,426.0,134.88,20.0,3074.0,134.88,20.0,3074.0,134.88,20.0,3074.0,134.88,20.0,3074.0,1.0
21.52,14.0,327.0,1237.92,1068.0,3254.0,27.92,18.0,408.0,120.83,108.0,475.0,352.05,46.0,3254.0,352.05,46.0,3254.0,352.05,46.0,3254.0,352.05,46.0,3254.0,1.0
11.42,11.0,37.0,20.72,18.0,71.0,16.05,14.0,86.0,92.93,81.0,393.0,35.28,17.0,393.0,35.28,17.0,393.0,35.28,17.0,393.0,35.28,17.0,393.0,1.0
12.12,12.0,44.0,258.8,268.0,328.0,15.33,13.0,84.0,107.19,92.0,407.0,98.36,28.0,407.0,98.36,28.0,407.0,98.36,28.0,407.0,98.36,28.0,407.0,1.0
11.93,11.0,39.0,113.86,105.0,232.0,15.49,13.0,68.0,110.57,102.0,356.0,62.96,29.0,356.0,62.96,29.0,356.0,62.96,29.0,356.0,62.96,29.0,356.0,1.0
12.07,12.0,41.0,114.5,27.0,792.0,16.78,14.0,103.0,107.42,97.0,460.0,62.69,20.0,792.0,62.69,20.0,792.0,62.69,20.0,792.0,62.69,20.0,792.0,1.0
13.48,14.0,49.0,113.37,96.0,439.0,15.79,13.0,85.0,111.81,107.0,328.0,63.61,28.0,439.0,63.61,28.0,439.0,63.61,28.0,439.0,63.61,28.0,439.0,1.0
12.83,13.0,64.0,143.72,49.0,726.0,16.17,13.0,98.0,105.98,99.0,372.0,69.67,23.0,726.0,69.67,23.0,726.0,69.67,23.0,726.0,69.67,23.0,726.0,1.0
11.09,11.0,38.0,169.43,176.0,273.0,16.07,14.0,87.0,112.26,102.0,469.0,77.21,30.0,469.0,77.21,30.0,469.0,77.21,30.0,469.0,77.21,30.0,469.0,1.0
11.12,11.0,39.0,37.29,30.0,130.0,15.35,13.0,85.0,112.01,105.0,393.0,43.94,19.0,393.0,43.94,19.0,393.0,43.94,19.0,393.0,43.94,19.0,393.0,1.0
24.34,15.0,328.0,1300.96,1294.0,3237.0,32.23,22.0,323.0,109.86,100.0,368.0,366.85,37.0,3237.0,366.85,37.0,3237.0,366.85,37.0,3237.0,366.85,37.0,3237.0,1.0
12.32,12.0,44.0,460.34,344.0,1847.0,15.13,13.0,80.0,119.23,108.0,404.0,151.75,28.0,1847.0,151.75,28.0,1847.0,151.75,28.0,1847.0,151.75,28.0,1847.0,1.0
11.69,11.0,37.0,256.91,253.0,390.0,15.26,13.0,88.0,107.08,99.0,337.0,97.73,28.0,390.0,97.73,28.0,390.0,97.73,28.0,390.0,97.73,28.0,390.0,1.0
11.39,11.0,40.0,31.22,31.0,75.0,15.78,13.0,80.0,85.26,75.0,342.0,35.91,19.0,342.0,35.91,19.0,342.0,35.91,19.0,342.0,35.91,19.0,342.0,1.0
11.7,11.0,40.0,56.39,44.0,171.0,15.28,13.0,76.0,109.26,98.0,397.0,48.16,22.0,397.0,48.16,22.0,397.0,48.16,22.0,397.0,48.16,22.0,397.0,1.0
12.36,12.0,49.0,174.32,66.0,805.0,16.48,14.0,100.0,109.52,99.0,359.0,78.17,28.0,805.0,78.17,28.0,805.0,78.17,28.0,805.0,78.17,28.0,805.0,1.0
12.79,13.0,48.0,96.29,99.0,162.0,15.58,13.0,81.0,98.75,91.0,384.0,55.85,28.0,384.0,55.85,28.0,384.0,55.85,28.0,384.0,55.85,28.0,384.0,1.0
11.99,11.0,45.0,186.93,143.0,716.0,16.11,14.0,82.0,108.41,97.0,396.0,80.86,24.0,716.0,80.86,24.0,716.0,80.86,24.0,716.0,80.86,24.0,716.0,1.0
11.28,11.0,37.0,192.54,204.0,274.0,15.68,13.0,78.0,116.77,110.0,387.0,84.07,30.0,387.0,84.07,30.0,387.0,84.07,30.0,387.0,84.07,30.0,387.0,1.0
10.97,11.0,39.0,40.64,38.0,125.0,15.59,13.0,79.0,106.99,101.0,385.0,43.55,21.0,385.0,43.55,21.0,385.0,43.55,21.0,385.0,43.55,21.0,385.0,1.0
24.41,15.0,339.0,1568.57,1537.0,3222.0,31.53,22.0,386.0,115.71,105.0,459.0,435.05,54.0,3222.0,435.05,54.0,3222.0,435.05,54.0,3222.0,435.05,54.0,3222.0,1.0
12.31,12.0,41.0,286.19,327.0,404.0,15.22,13.0,76.0,116.29,101.0,528.0,107.5,27.0,528.0,107.5,27.0,528.0,107.5,27.0,528.0,107.5,27.0,528.0,1.0
11.93,11.0,39.0,118.18,105.0,306.0,15.42,13.0,73.0,109.92,101.0,369.0,63.86,24.0,369.0,63.86,24.0,369.0,63.86,24.0,369.0,63.86,24.0,369.0,1.0
11.74,11.0,45.0,76.39,77.0,123.0,15.56,13.0,80.0,112.28,102.0,362.0,53.99,28.0,362.0,53.99,28.0,362.0,53.99,28.0,362.0,53.99,28.0,362.0,1.0
11.38,11.0,35.0,24.62,22.0,67.0,16.07,13.0,80.0,86.67,78.0,331.0,34.69,18.0,331.0,34.69,18.0,331.0,34.69,18.0,331.0,34.69,18.0,331.0,1.0
12.7,12.0,50.0,218.2,155.0,843.0,16.51,13.0,109.0,111.05,102.0,356.0,89.61,28.0,843.0,89.61,28.0,843.0,89.61,28.0,843.0,89.61,28.0,843.0,1.0
12.66,12.0,47.0,225.79,160.0,796.0,16.02,13.0,90.0,117.58,110.0,387.0,93.01,32.0,796.0,93.01,32.0,796.0,93.01,32.0,796.0,93.01,32.0,796.0,1.0
11.33,11.0,41.0,196.03,225.0,425.0,15.75,13.0,72.0,106.33,93.0,395.0,82.36,27.0,425.0,82.36,27.0,425.0,82.36,27.0,425.0,82.36,27.0,425.0,1.0
